ms,sm_util_pct,mem_util_pct,cpu_util_pct,vram_used_mb,pcie_rx_kbs,pcie_tx_kbs
68370.348,6,0,1.5,8570.798,11950,17850
68462.447,6,0,1.5,8570.798,11450,10750
68553.935,7,0,1.6,8570.798,11400,7600
68645.311,7,0,1.6,8570.798,11900,2600
68736.794,7,0,1.4,8570.798,15250,3150
68828.258,7,0,1.4,8570.798,9300,3100
68919.687,7,0,1.4,8570.798,8300,1600
69011.311,6,0,1.5,8570.798,15350,4600
69102.652,6,0,1.5,8570.798,205200,17500
69194.098,7,0,1.5,8570.798,619200,222150
69285.546,7,0,1.4,8570.798,10750,3700
69377.431,10,0,1.4,8570.798,11050,4750
69469.318,10,0,1.7,8570.798,10800,2350
69560.683,11,0,1.8,8570.798,9700,2650
69651.978,6,0,1.7,8570.798,9900,2950
69743.501,6,0,1.8,8570.798,100500,4600
69834.998,11,0,1.7,8570.798,35700,2750
69926.374,11,0,1.7,8570.798,8500,2550
70017.775,8,0,1.6,8570.798,10350,2250
70109.161,8,0,1.6,8570.798,15450,2500
70200.457,5,0,1.6,8570.798,9550,2750
70293.536,5,0,1.6,8570.798,8950,1700
70384.995,4,0,1.6,8570.798,13850,2400
70476.348,4,0,1.8,8570.798,8900,16550
70567.985,6,0,1.9,8570.798,11500,5950
70659.531,7,0,2.4,8570.798,10500,57450
70751.260,7,0,2.2,8570.798,7850,123550
70842.813,5,0,2.3,8570.798,5000,12650
70934.312,5,0,2.3,8570.798,20450,49350
71025.936,5,0,2.6,8570.798,212900,93100
71117.919,5,0,2.8,8570.798,13750,97750
71209.212,6,0,2.5,8570.798,5050,162550
71300.668,6,0,2.7,8570.798,2200,133950
71391.971,6,0,2.5,8570.798,6550,54650
71483.483,6,0,2.6,8570.798,45700,68150
71574.738,6,0,3.2,8570.798,103300,45500
71665.985,12,0,2.9,8570.798,37200,20650
71757.526,12,0,3.2,8570.798,8000,22200
71848.700,7,0,3.2,8570.798,7250,26300
71940.178,7,0,3.4,8570.798,8850,42550
72031.722,5,0,2.9,8570.798,3550,34000
72123.048,5,0,3.3,8570.798,202050,87950
72214.235,6,0,3.2,8570.798,8450,44950
72305.378,6,0,3.1,8570.798,227300,18550
72396.665,7,1,2.3,8570.798,384850,1700
72487.961,7,1,2.6,8570.798,9600,1800
72599.618,8,0,2.8,8570.798,1400,42950
72691.032,4,0,2.9,8570.798,197350,1250
72782.746,4,0,3.0,8570.798,4200,400
72874.074,2,0,2.1,8570.798,1150,250
72965.594,2,0,2.3,8570.798,534000,20900
73056.879,11,1,1.9,8570.798,410750,17450
73148.708,11,1,2.7,8570.798,7650,26250
73240.378,13,1,1.7,8570.798,7700,450
73331.952,6,1,1.1,8570.798,11100,2600
73423.278,6,1,1.7,8570.798,202900,24150
73514.804,11,1,1.5,8570.798,16000,25400
73606.151,11,1,1.5,8570.798,18250,5450
73697.644,9,1,1.8,8570.798,204150,17400
73789.111,9,1,2.0,8570.798,13400,18650
73880.636,8,1,2.8,8570.798,217150,5150
73973.421,8,1,2.2,8570.798,31300,6000
74064.940,9,1,2.8,8570.798,15100,46350
74156.729,9,1,3.1,8570.798,6800,25000
74248.258,8,1,2.2,8570.798,199900,28000
74339.874,8,1,2.9,8570.798,47300,72100
74431.531,8,1,2.6,8570.798,7950,3650
74522.942,9,1,2.6,8570.798,193750,47450
74615.331,9,1,2.7,8570.798,9950,15750
74727.121,8,1,4.1,8570.798,4400,26500
74818.457,8,1,6.0,8570.798,70300,3800
74909.829,6,0,2.3,8570.798,390000,2000
75001.518,6,0,4.2,8570.798,6250,11000
75113.135,6,0,3.9,8570.798,850,3500
75204.382,2,0,15.1,8570.798,153900,3200
75295.744,2,0,9.1,8570.798,177550,650
75387.173,4,0,1.4,8570.798,3500,41000
75478.485,4,0,1.8,8570.798,6750,5050
75569.724,4,0,2.3,8570.798,262500,2450
75662.024,4,0,4.4,8570.798,2300,10250
75753.603,3,0,2.3,8570.798,2250,300
75844.888,2,0,1.9,8570.798,950,700
75936.283,2,0,2.1,8570.798,141200,600
76027.855,4,0,1.3,8570.798,3300,48100
76119.117,4,0,1.6,8570.798,50,3200
76210.541,7,1,1.9,8570.798,7850,23650
76301.791,7,1,1.6,8570.798,11450,1400
76393.021,5,1,1.8,8570.798,3650,7050
76484.442,5,1,1.7,8570.798,1094850,223050
76575.629,9,1,1.9,8570.798,502550,44250
76667.292,9,1,1.8,8570.798,19650,3250
76758.605,20,2,1.8,8570.798,15550,28300
76850.008,8,1,1.8,8570.798,11200,25500
76941.295,8,1,2.1,8570.798,12100,1500
77032.566,8,1,1.8,8570.798,381750,2450
77123.798,8,1,1.8,8570.798,380200,950
77215.194,9,1,1.8,8570.798,7600,38900
77306.442,9,1,2.2,8570.798,21850,16200
77397.964,10,1,2.7,8570.798,9950,5900
77489.133,10,1,2.6,8570.798,204900,10050
77580.795,8,1,2.6,8570.798,6850,2950
77672.419,8,1,2.8,8570.798,742000,47850
77763.816,9,1,6.1,8570.798,27100,5550
77875.757,7,0,45.8,8570.798,1250,50
78028.103,7,0,14.4,8570.798,50,50
78119.711,0,0,57.9,8570.798,119500,2900
78211.204,4,0,2.0,8570.798,7700,31700
78302.387,4,0,28.7,8570.798,1212700,52250
78393.734,9,1,2.4,8570.798,207600,25050
78485.207,9,1,1.7,8570.798,274400,96100
78576.694,13,1,2.1,8570.798,133100,29400
78668.106,13,1,13.1,8570.798,127300,111000
78760.638,13,1,17.3,8570.798,406750,41900
78852.000,20,1,5.6,8570.798,20800,14400
78963.752,20,1,3.5,8570.798,208700,172550
79055.161,6,0,4.9,8570.798,7800,32350
79146.415,6,0,2.0,8570.798,13500,3050
79237.619,6,0,2.3,8570.798,70200,37550
79328.823,6,0,4.0,8570.798,696350,183200
79420.341,11,0,3.2,8570.798,1800,7200
79512.108,11,0,18.3,8570.798,463700,57300
79604.019,9,0,4.9,8570.798,26050,17700
79695.313,23,0,2.5,8570.798,129450,1078300
79786.386,23,0,2.3,8570.798,597400,905850
79877.498,27,0,5.1,8570.798,1076850,7100
79968.695,27,0,1.9,8570.798,3050,550
80060.136,7,0,4.7,8570.798,8000,2850
80151.926,7,0,1.4,8570.798,7100,1650
80243.384,8,1,1.4,8570.798,7000,7250
80335.023,8,1,1.2,8570.798,10150,23050
80426.399,5,1,3.9,8570.798,4050,27400
80517.932,5,1,2.6,8570.798,7750,88900
80609.052,4,0,3.8,8570.798,57500,55350
80720.338,2,0,9.3,8570.798,50,39150
80811.694,2,0,11.7,8570.798,83200,167000
80902.929,4,0,12.4,8570.798,70300,17300
80994.030,4,0,3.9,8570.798,6100,3350
81085.340,25,1,6.8,8570.798,9700,9300
81257.397,25,1,7.8,8570.798,104100,50
81449.470,7,0,6.3,8570.798,50,50
81561.686,0,0,4.4,8570.798,67750,18650
81815.553,0,0,5.4,8570.798,50,20250
81907.023,1,0,5.2,8570.798,118200,1350
81998.475,1,0,4.7,8570.798,120350,30150
82089.845,4,0,3.7,8570.798,387950,17250
82262.060,4,0,6.5,8570.798,50,50
82414.031,6,0,2.0,8570.798,50,50
82666.713,0,0,2.3,8570.798,50,50
82919.319,0,0,1.2,8570.798,50,50
83171.890,0,0,1.1,8570.798,50,100
83284.026,0,0,4.3,8570.798,50,50
83375.554,1,0,3.6,8570.798,64850,43100
83487.145,1,0,2.5,8570.798,4050,13250
83578.621,4,0,3.2,8570.798,213250,55350
83750.815,4,0,2.7,8570.798,50,50
83963.065,6,0,2.4,8570.798,50,50
84094.774,0,0,1.1,8570.798,50,50
84307.114,0,0,1.0,8570.798,50,50
84660.396,0,0,1.0,8570.798,50,50
84936.135,0,0,0.9,8570.798,50,50
85148.556,0,0,1.7,8570.798,1250,369950
85380.910,1,0,2.9,8570.798,50,253100
85532.754,0,0,2.9,8570.798,50,50
85665.004,1,0,4.1,8570.798,50,50
85977.925,0,0,4.9,8570.798,2050,50
86190.346,0,0,19.8,8570.798,1300,50
86342.166,0,0,16.6,8570.798,50,50
86655.107,0,0,1.1,8570.798,50,50
87028.639,0,0,0.9,8570.798,50,50
87120.057,0,0,7.9,8570.798,50,50
87312.207,0,0,0.9,8570.798,50,50
87605.674,0,0,3.8,8570.798,0,50
87938.853,0,0,1.2,8570.798,50,0
88091.225,0,0,1.1,8570.798,50,150
88243.117,0,0,1.1,8570.798,50,50
88374.939,0,0,1.0,8570.798,50,50
88667.825,0,0,1.0,8570.798,50,50
88759.276,0,0,1.0,8570.798,50,50
89072.363,0,0,1.0,8570.798,50,50
89345.135,0,0,0.9,8570.798,50,50
89497.192,0,0,0.9,8570.798,50,50
89870.926,0,0,0.9,8570.798,50,50
90143.905,0,0,0.6,8570.798,50,300
90376.790,0,0,0.2,8570.798,50,50
90528.976,0,0,0.0,8570.798,50,50
90882.689,0,0,0.1,8570.798,50,0
91034.835,0,0,0.1,8570.798,50,50
91167.047,0,0,0.0,8570.798,50,300
91420.370,0,0,0.0,8570.798,50,50
91532.255,0,0,0.0,8570.798,50,50
91664.054,0,0,0.1,8570.798,50,50
91856.445,0,0,0.2,8570.798,50,50
92069.597,0,0,0.1,8570.798,50,50
92362.838,0,0,0.1,8570.798,1250,50
92656.591,0,0,0.1,8570.798,50,50
92869.415,0,0,0.1,8570.798,50,50
93162.621,0,0,0.0,8570.798,50,50
93395.962,0,0,0.5,8570.798,50,50
93548.140,0,0,0.1,8570.798,50,50
93740.531,0,0,0.1,8570.798,50,50
93933.095,0,0,0.1,8570.798,50,50
94065.051,0,0,0.2,8570.798,50,50
94217.348,0,0,0.1,8570.798,50,50
94450.144,0,0,0.1,8570.798,50,50
94602.311,0,0,0.1,8570.798,50,50
94795.106,0,0,0.2,8570.798,50,50
94926.983,0,0,0.1,8570.798,50,50
95260.796,0,0,0.1,8570.798,50,300
95614.350,0,0,0.1,8570.798,50,50
95806.830,0,0,0.1,8570.798,50,50
96120.449,0,0,0.1,8570.798,50,0
96292.768,0,0,0.1,8570.798,50,150
96668.157,0,0,0.1,8570.798,50,50
97082.915,0,0,0.1,8570.798,50,50
97235.160,0,0,0.1,8570.798,50,50
97468.135,0,0,0.1,8570.798,1250,50
97681.222,0,0,0.1,8570.798,50,50
97974.684,0,0,0.0,8570.798,50,0
98268.785,0,0,0.1,8570.798,50,0
98541.920,0,0,0.0,8570.798,1250,50
98815.667,0,0,0.1,8570.798,50,50
98927.675,0,0,0.0,8570.798,50,50
99039.465,0,0,0.1,8570.798,50,50
99252.224,0,0,0.0,8570.798,50,50
99363.990,0,0,0.0,8570.798,50,150
99658.197,0,0,0.0,8570.798,50,50
99992.312,0,0,0.0,8570.798,50,50
100164.632,0,0,0.0,8570.798,50,50
